Profile Text,Link,Name,Designation,Department
"Mr. Raviraj Singh is an Assistant Professor in the Data Science Department at NIET with a Masters Degree in Computer Science and Engineering. His primary research area is on Digital Watermarking, Machine Learning and Deep Learning.

He also has a vast experience of 7 years in Academics. He has qualified GATE four times in year 2016, 2017 2019 and 2020.",https://www.niet.co.in/faculty/raviraj-singh-kurmi,Mr. Raviraj Singh Kurmi,Assistant Professor,Data Science
Not Defined,https://www.niet.co.in/faculty/teertha-t,Ms. Teertha T,Assistant Professor,Humanities & Applied Sciences
"Shruti Sharma is a faculty of Finance and HR (Human Resources) and Entrepreneurship development. She is pursuing a Ph.D. in Innovation and Indigenous entrepreneurship and holds an MBA in Finance and HR. She is having an experience of more than 3 years. Her area of research includes Leadership, Innovation, Financial management, and Indigenous entrepreneurship. Shruti Sharma has presented and published several research papers in Scopus and national, and international journals.",https://www.niet.co.in/faculty/shruti-sharma,Ms. Shruti Sharma,Assistant Professor,Master of Business Administration (MBA)
"Dr. Mansi Mishra is currently serving as an Assistant Professor in the Biotechnology Department at Noida Institute of Engineering & Technology in Greater Noida, Uttar Pradesh. She earned her PhD in 2023 from IIT Delhi.

She is actively involved in teaching various courses. She has published research and review papers in reputed journals and conferences. Her area of interest includes nanobiotchnology and its application, microbiology, nanotoxicology.",https://www.niet.co.in/faculty/mansi-mishra,Dr. Mansi Mishra,Assistant Professor,Biotechnology
"I am Rupendra Kumar Kaushik working as an Assistant Professor in Department of Computer Science and Engineering , NIET,Greater Noida, India. I completed my B.Tech(CSE) and M.Tech(CSE) from Dr.A.P.J Abdul Kalam Technical University, Lucknow.I have 2 years of Teaching Experience.My area of research are Image Captioning and Deep Learning.My subject areas are Operating System, Discrete Structure, Web Technology and Software Engineering.",https://www.niet.co.in/faculty/rupendra-kumar-kaushik,Mr. Rupendra Kumar Kaushik,Assistant Professor,Computer Science & Engineering
"Renu Panwar is an Assistant Professor in AIML Department at NIET, holding a Master's degree in CSE With a solid academic foundation, they bring 10 years of teaching experience, contributing to the intellectual growth of students.

Additionally, their 6-month training experience in industry reflects a practical understanding of applications. Driven by a passion for advancing AI knowledge, they continue to bridge academia and industry, fostering a holistic learning environment.",https://www.niet.co.in/faculty/renu-panwar,Ms. Renu Panwar,Assistant Professor,Not Defined
"Dr. Smita Singh is An academician for over 13 years experience, passionate for learning and teaching young minds with experiential learning.Heading the HR domain of the organization, guiding several students for their research projects.An avid and keen learner to explore different fields of interest.Research papers published in different national and international journals.Instrumental in core committees of NBA and other academic activities.UGC NET qualified in Industrial and Labour Laws.Leading the HR club of the department.Proactively working on social causes and believing in giving back to society. 

University topper in MBA and rank holder in graduate and post graduate level.",https://www.niet.co.in/faculty/smita-singh,Dr. Smita Singh,Assistant Professor,Master of Business Administration (MBA)
"Dr. Pavan Kumar Shukla is Professor and Head of the Department of Electronics & Communication Engineering at Noida Institute of Engineering and Technology, Greater Noida and having more than 22 years’ rich academic experience. He has completed his doctorate from the State University, Uttarakhand Technical Unuversity, Deharadun in year 2017 in the field of Digital Communication, Optical Communication and Antenna.

He is also working as the Technical Advisor of the Telenoetica Ltd. Lagos Nigeria, A telecommunication infrastructure provider in most of the African countries. He has published more than 20 research papers in reputed journals and guided many postgraduate projects. He is a nominated expert of the subject ""Antenna & EMFT "" by the AKTU and delivered many e-shoots for the university students.

His expertise is in the field of communications and also has five patents in the field of antenna and IoT which have been published in the intellectual property of India as the chief investigator. He is a Board of Studies member for many universities, subject expert for many industries and organizations. He has chaired the many sessions of IEEE International conference and panel member for the Electronics and Communication Symposium. He has more than 20 years of academic and research experience. He has also served as Students Activity Council Chairman and Secretary of Alumni Association for more than 10 years. He has obtained multiple grants from AICTE, AKTU, DST, DRDO & from many other govt. organizations to conduct various companies, FDPs and many academic events.",https://www.niet.co.in/faculty/pavan-kumar-shukla,Dr. Pavan Kumar Shukla,Professor & HOD,Electronics & Communication Engineering
"Mr Manish Gurung is an experienced Academician, in the field of finance. He has vast experience in the field of teaching students regarding financial markets and financial instruments like equities, options and mutual funds. He teaches and upgrades his students with latest technology and business related softwares such as MS Excel, SPSS, R etc.

He holds MBA degree from Institute of Management Studies (Affiliated to Uttarakhand Technical University), Dehradun in Finance (Major) and Marketing (Minor). Along with this he holds UGC (NET) certification in management.

He believes in upgrading himself as he holds many certifications related to SAP B1, SPSS, Business analytics, NISM Series-V-A- Mutual fund Distributors etc.",https://www.niet.co.in/faculty/manish-gurung,Mr. Manish Gurung,Assistant Professor,Master of Business Administration (MBA)
Anand Kumar has been teaching English Language and Literature for last six years. He has trained many students over these years for their career’s growth. He has the ability to get mixed up with the students of different age groups to help them learn and grow.,https://www.niet.co.in/faculty/anand-kumar,Mr. Anand Kumar,Assistant Professor,Humanities & Applied Sciences
"Vatika Jalali works as an Assistant Professor in the Internet of Things (IoT) Department at the Noida Institute of Engineering & Technology (NIET), Greater Noida. She has teaching and research experience of 3 years.

She received her B.Tech in Computer Science Engineering from HPTU and her M.Tech degree in Computer Science Engineering from CGC Landran. Her area of interest includes Digital Image Processing, Machine Learning, and Computer Vision.",https://www.niet.co.in/faculty/vatika-jalali,Ms. Vatika Jalali,Assistant Professor,Internet of Things (IoT)
"Dr. Veena Grover is currently working as Professor in Department of Management at Noida Institute of Engineering & Technology, Greater Noida, UP, India. Prior to this, she worked as Professor in School of Business, Galgotias University. She has more than 21 years of teaching experience in educational institutions of repute like Lingaya’s University, New Delhi Institute of Management, University of Delhi, DAV Institute of Management etc. She is Gold Medallist & University topper in Economics. She has got many appreciation letters & research awards for her teaching, research & administrative skills over the years.

Her research interests include Micro Finance, Sustainability, Macro Economic Variables and Innovation Strategy. Dr. Veena Grover earned her PhD from Department of Business Administration, Deenbandhu Chhotu Ram University of Science & Technology, Murthal (Sonipat). Her proficiency has garnered international recognition, evident through her role as an adjunct faculty member & Thesis supervisor at Westford University, UAE. Her influence extends to the global academic stage, where she has been invited as a distinguished panelist, keynote speaker, and session chair at several prestigious conferences, summits, and seminars.

A prolific researcher, Professor Grover has contributed significantly to the academic discourse by presenting and publishing more than 35 research papers and book chapters in esteemed international and national conferences, as well as reputable refereed journals. She serves as an Editor of the refereed journal, International Journal of Advanced Trends in Technology, Management & Applied Science & Reviewer of International Journal of Applied Behavioural Economics. She is also a member of Sustainable Environment and Ecological Development Society (SEEDS) working towards achieving Sustainable Development Goals. She is also Innovation Ambassador under Ministry of Education to mentor & implement innovative projects & startups in educational institutions.",https://www.niet.co.in/faculty/veena-grover,Dr. Veena Grover,Professor,Master of Business Administration (MBA)
